Annual_Income,Investment,Deduction,Tax
1851207,198184,108655,163310.4
1857245,224301,241648,128259.2
3245035,162466,161493,576322.8
2559305,371556,34809,345882.0
3106188,190167,67609,554523.6
2793628,347208,158313,386432.1
734427,75121,188489,8540.85
2667714,297349,133378,371096.1
4968740,155700,19068,1138191.6
4208905,72600,74729,918472.8
4333372,377670,36834,875660.4
1359229,320239,79730,53889.0
4143623,113159,101756,878612.4
4636897,145590,89235,1020621.6
2339884,78844,61544,359848.8
4454099,198121,78860,953135.4
3630796,41433,53911,760635.6
1761546,265828,203035,108536.6
1746030,112060,49029,175482.3
3099090,163165,135527,540119.4
3562750,269268,227943,619661.7
261009,298828,167904,0.0
4622472,265363,11432,1003703.1
1973480,211393,10480,225482.1
3949397,141485,132879,802509.9
2241367,235592,78506,278180.7
580328,71305,175505,1675.9
4659013,165979,125016,1010405.4
2958668,336201,62406,468018.3
1250294,105938,155337,58352.85
3448454,197866,84144,649933.2
1196984,350762,213858,18236.4
2535362,92610,126989,394728.9
3092894,311474,10944,531142.8
3700375,146908,44820,752594.1
427265,85037,151614,0.0
3476585,399458,199395,563319.6
3778329,88337,83239,782025.9
3286773,48831,232840,601530.6
4634432,167919,69998,1018954.5
1940792,283141,240827,133364.8
1881570,173097,217811,148132.4
2225556,380059,53743,237526.2
3740678,346928,247294,643936.8
1910102,360903,170994,125641.0
2595170,330211,23965,372298.2
1761710,293342,30387,137596.2
2017091,185518,44354,236165.7
1082230,29382,59541,58996.05
1066609,44120,13728,61314.15
3885192,309094,68193,752371.5
4834470,274816,99927,1037918.1
4312316,377648,35394,869782.2
3438741,350606,128323,587943.6
4414133,297879,87835,908525.7
1905464,125846,147552,189619.8
1656819,122733,192878,118241.6
1128835,166434,235138,27726.3
873578,394379,57232,6098.35
3527560,322130,210714,598414.8
3419870,43409,248057,638521.2
2719485,136909,94239,446501.1
3281946,99987,238708,582975.3
2629093,287958,86656,376343.7
4752748,173960,48920,1058960.4
3010451,42169,94854,562028.4
947389,271979,101258,13707.6
4705978,368062,237608,930092.4
4016176,232196,78041,811781.7
4491244,166649,230071,928357.2
4423414,40931,90322,987648.3
4154840,95506,83334,892800.0
4070730,190350,74918,841638.6
3099310,236653,165325,509199.6
3098411,264381,115238,515637.6
3594443,232527,150075,663552.3
1306504,129865,223047,53038.8
2694149,375351,215507,330987.3
2464669,157130,24714,384847.5
2204702,351195,156933,208972.2
4839079,278514,125697,1030460.4
1349469,88866,227110,65023.95
4394111,119978,103960,951051.9
2910038,206252,13316,507141.0
1437171,94514,219667,78448.5
3183361,364619,177329,492423.9
671655,166336,30710,8730.45
1049717,46615,128993,42410.9
2732266,132898,195505,421158.9
1171806,185952,117896,41795.8
3657129,235202,221809,660035.4
1041043,363203,27577,20026.3
3551112,283845,211602,616699.5
1443728,79430,148578,93144.0
1754329,121016,67121,169857.6
2027850,337759,208105,146397.2
785888,112519,150514,11142.75
4168446,264035,68216,850858.5
2818921,321381,12410,445539.0
2452888,54378,36154,408706.8
2109722,171808,84202,256113.6
4374741,157415,238260,893719.8
2802192,35797,162587,481142.4
385797,336001,193790,0.0
2783573,127623,73446,474751.2
1974620,369555,227040,125605.0
2832229,192195,180767,437780.1
3362734,225936,156493,594091.5
608062,349705,31008,0.0
3205251,150596,247838,542045.1
2327645,151177,98601,323360.1
1651471,114906,105788,136155.4
1966548,106379,179857,204093.6
4654003,301620,197024,946607.7
1268143,215219,73552,56905.8
4350321,193184,17005,942039.6
4408527,330754,128239,884860.2
2137145,376123,122413,191582.7
2347711,195302,63737,326601.6
287361,61706,41811,0.0
3148845,386519,243833,455547.9
3713227,85032,128571,749887.2
2707856,192992,107887,422093.1
2011856,170947,233803,182131.8
2591102,350977,84722,346620.9
3821488,203201,190992,728188.5
250037,85744,35120,0.0
3867177,170772,80610,784738.5
4747868,369471,150195,968460.6
871531,223841,165738,9097.6
903668,152963,139996,16070.9
3654158,67594,122602,739188.6
2906040,383954,96253,427749.9
953645,346334,57565,12487.3
1555927,301817,115495,80792.25
2871872,62412,115852,508082.4
843975,256021,29352,12930.1
3115728,139449,41626,580395.9
4233063,179508,234261,845788.2
2532373,159258,106825,379887.0
3090152,345852,143731,480170.7
2800552,20434,141705,491523.9
1102224,161591,25716,47237.55
2642735,300174,242604,329987.1
1611968,359035,101336,82739.55
3872546,362008,158704,705550.2
3856940,287402,27366,762651.6
3318929,262330,176350,564074.7
3850200,92726,95770,798511.2
809031,398272,30377,4019.1
2951243,239087,123920,476470.8
2369228,141563,109293,335511.6
4685728,237435,77152,1011342.3
456384,264972,106686,0.0
3777089,78277,197245,750470.1
4385554,327382,18616,911866.8
4589242,30747,150694,1022340.3
3238088,181989,93555,588763.2
1229907,50377,55160,78655.5
463968,144026,49163,0.0
4832692,327100,237972,980286.0
544957,126017,113522,270.9
2151737,118684,223169,242965.2
2597855,305701,89112,360912.6
1714458,195407,80787,137652.8
2552743,229087,187350,340891.8
4838156,109463,234960,1048119.9
1235461,53292,240095,51311.1
2871021,301635,242504,398064.6
3605361,86629,164491,706272.3
2056423,300267,104616,195462.0
2200408,243544,168649,236464.5
877915,84618,221205,13604.6
3844128,44288,176629,786963.3
1426957,128850,231837,69940.5
1656427,109947,163717,126552.6
3739550,385364,185588,650579.4
4145090,65091,25306,916407.9
2095786,150180,37968,272291.4
3015013,137622,88131,536778.0
286382,210288,166137,0.0
1112219,397874,35920,22842.5
1968303,209857,246276,153651.0
4302127,202069,173708,877905.0
1524856,364530,132211,64217.25
4051082,368358,108911,772143.9
3596668,166977,221680,662403.3
4179268,283735,177431,815430.6
2957260,80159,179485,509284.8
3455677,164594,210727,624106.8
2756068,150656,80847,457369.5
1885407,363833,18944,150789.0
4342550,253448,144120,883494.6
733075,154644,47212,11560.95
4209770,212752,210728,835887.0
2027310,340681,218261,143673.6
577370,255354,26000,0.0
3178751,53061,240390,565590.0
2414533,373177,186726,256389.0
1083142,238850,216568,17772.4
4723214,344051,227888,945382.5
4546720,298295,98973,944835.6
3932796,112526,35534,835420.8
1092653,378715,109895,15404.3
2086517,327957,185293,171980.1
601637,203699,154411,0.0
427946,133417,110892,0.0
1114899,176555,176378,31196.6
513503,169949,90359,0.0
2568292,243311,199206,337732.5
2276393,23088,22459,369253.8
3252083,255657,81717,574412.7
4776226,174251,153280,1034608.5
2629897,67954,63546,449519.1
1544416,304155,238617,60246.6
2235196,32839,127786,322371.3
4168198,269750,199063,809815.5
1810121,203975,88571,155272.5
693035,345705,146948,0.0
3349072,43625,77011,668530.8
2285115,169553,220388,268552.2
939317,379433,137901,6099.15
4802636,39558,167708,1078611.0
1001240,102307,99657,34927.6
4565596,51104,40978,1042054.2
4534874,204658,113379,965051.1
1245791,64420,68467,76935.6
2470943,286205,166263,305542.5
3312138,184313,232468,568607.1
1791121,82055,167973,162327.9
2210299,232769,21329,286860.3
3103501,352737,161128,476890.8
3077433,195245,242231,491987.1
2709622,347324,224615,341304.9
2147459,258016,38025,255425.4
4490012,22221,113940,1006155.3
4199842,325086,151967,816836.7
1465442,303779,150404,61688.85
4367095,203835,242206,876316.2
2830309,333216,116994,414029.7
3565537,289219,221148,616551.0
2841318,173450,14682,495955.8
4497328,55084,215903,967902.3
1701469,201498,111393,127715.6
3550874,361361,241128,584515.5
4986416,395401,112318,1043609.1
4313997,51584,10613,975540.0
4962838,51245,201463,1113039.0
298926,210031,92563,0.0
4001387,24983,202569,832150.5
3029060,248857,158591,486483.6
4807418,247999,121188,1031469.3
733791,50897,157274,11281.0
1920930,191674,161155,170430.3
2408714,367682,53322,296313.0
3698281,358178,124849,664576.2
2300181,69411,20013,363227.1
1046266,265196,212677,13419.65
2872280,98466,71763,510615.3
4475872,226928,168413,924159.3
911259,244622,111706,12746.55
860326,123482,151891,14247.65
1495749,189198,46761,101958.0
1206277,374432,64007,31783.8
2476941,221115,170245,325674.3
1668180,337754,141128,88394.7
4946298,306069,129972,1053077.1
324723,174761,193461,0.0
3268967,346086,36920,565788.3
3976904,205218,72467,809765.7
1783017,297382,73897,132347.6
1042515,342568,129590,13517.85
1643196,175879,212604,100942.6
1285211,256130,236409,34267.2
2439568,225529,174459,311874.0
4184740,31204,157113,898926.9
897122,385964,162330,2441.4
4032164,271628,154138,781919.4
2011331,320711,143685,164080.5
2127329,186769,235445,211534.5
3142970,394333,228365,456081.6
565315,152602,29219,4174.7
400594,247849,100777,0.0
970892,306441,247695,5837.8
4313903,356982,210165,824026.8
4629455,331050,210779,926287.8
4209015,217323,146054,853691.4
2382942,226141,220140,280998.3
2922452,60295,115229,524078.4
2464979,72464,223626,350666.7
3655851,27223,62760,769760.4
446211,113232,66758,0.0
2086082,303720,58562,217140.0
2487699,272787,71033,343163.7
4590496,102121,212345,982809.0
4708434,153212,186742,1010544.0
2063065,79016,101097,264885.6
4837281,127552,99865,1082959.2
627332,121975,160029,2266.4
334153,143505,207764,0.0
1376018,294166,137416,51665.4
4222162,341366,245029,790730.1
4422060,38328,74074,992897.4
1558064,22929,144940,128039.0
328947,88919,131222,0.0
2203980,281039,247811,202539.0
2788361,72692,158223,467233.8
4219411,331689,149678,821413.2
1218410,244040,49338,48754.8
2660912,96647,87011,443176.2
2849087,79962,186376,474824.7
4186642,117435,119602,884881.5
2717286,43161,45654,488541.3
3617764,53089,207469,707161.8
3861880,342994,106003,723864.9
944934,303197,227906,5691.55
1290835,136381,64109,73551.75
2128292,37447,234541,256891.2
4713786,109841,120260,1045105.5
392617,23111,124897,0.0
1518962,78820,126845,112659.4
2351847,113029,241753,299119.5
1280120,137949,126877,62294.1
1284780,227593,133555,48544.8
3934334,219694,180070,760371.0
1714123,393883,98203,94407.4
2006608,335107,123313,164456.4
2817228,261538,67369,446496.3
999045,109000,119189,32085.6
1122109,384591,222836,10734.1
4284480,222940,241026,846154.2
637405,255823,111262,0.0
4811786,193614,96377,1056538.5
4786363,257239,147062,1014618.6
1958175,350856,126370,146189.8
3637232,191508,88183,707262.3
3351004,21229,28350,690427.5
3182208,262193,144358,532697.1
2160155,281882,60147,245437.8
1958086,121101,225134,183555.3
4437442,21363,109260,992045.7
4062197,384950,168692,752566.5
4150838,102372,10217,911474.7
931376,238988,63098,17929.0
1965872,328013,110719,158142.0
1206740,69729,98115,65834.4
2460846,302447,185377,291906.6
4678760,354997,109771,964197.6
2559231,23264,55742,444067.5
4860764,253618,29256,1073367.0
1754819,273941,26416,140892.4
4745433,360373,29871,1006556.7
2217582,102102,164243,285371.1
1090268,342665,100536,19706.7
3980864,306955,227874,733810.5
302635,315549,13078,0.0
4465250,278226,246014,882303.0
1233638,341967,104946,33672.5
4225904,39856,178702,902203.8
3513457,397356,126505,596878.8
4436080,375046,87654,892014.0
3041671,140347,228465,501857.7
2311892,251746,87746,291720.0
3681543,127780,90567,738958.8
4328140,259291,178134,867214.5
3846219,96174,109018,792308.1
3715685,368496,221378,637743.3
346748,142155,177820,0.0
4159308,302742,178223,803502.9
1698598,62541,61176,172464.3
1208395,134047,54689,62948.85
1165767,52223,49630,69587.1
551364,51024,160070,2013.5
1577878,142538,76346,121798.8
3292244,23941,20647,674296.8
3619415,356067,110334,645904.2
2668126,356204,88740,366954.6
2359571,383539,16033,287999.7
3953713,61617,221853,801072.9
3742804,110815,167433,739366.8
631856,336848,241348,0.0
3893512,46025,116258,819368.7
4015444,103172,207432,811452.0
1013361,389163,175567,7431.55
2958089,325368,246879,415752.6
4829097,33277,244497,1065396.9
4266899,323139,159688,835221.6
3558085,396859,146752,604342.2
4205199,314997,213353,803054.7
4248880,177883,148677,876696.0
3518896,374608,174602,590905.8
1911127,26909,239397,193446.3
4503459,113605,221420,950530.2
4906630,280175,47329,1073737.8
3104135,204505,131820,530343.0
726377,328228,144377,0.0
648422,254029,235451,0.0
371937,224641,181610,0.0
1383629,161820,172466,67401.45
628355,263301,64044,50.5
2141369,352746,150805,191345.4
4243611,213537,18612,903438.6
1598416,134200,204938,101855.6
3365848,69408,120040,652920.0
1925259,31998,14436,263647.5
1289474,164836,115401,61385.55
2209129,381895,167631,197880.9
799391,196451,246190,2837.5
677479,232466,83850,3058.15
1610764,210660,129655,104089.8
3421553,383791,51393,595910.7
2844545,233685,26335,475357.5
3432999,213470,32715,656044.2
1375832,326704,138013,46667.25
3497727,130716,14165,705853.8
3103502,143362,137626,546754.2
812834,89201,128170,14773.15
1090597,128894,247413,26429.0
1100122,36734,127572,50372.4
4891184,228670,61790,1080217.2
2822703,143107,194101,445648.5
980559,42313,106573,38167.3
771727,169277,221380,4053.5
2112015,270649,27999,244010.1
2700503,32464,25505,492760.2
1782713,391230,32388,121819.0
3210356,47132,112112,615333.6
4990616,70737,56461,1159025.4
2255464,259246,122630,262076.4
3126673,120584,221123,535489.8
1532322,220357,108839,90625.2
4855677,55306,174962,1087622.7
4267641,45592,194589,908238.0
1793912,397275,49857,119356.0
3746425,235059,228205,684948.3
1955692,244866,89639,186356.1
1258507,64758,242910,52625.85
876776,277579,140828,7918.45
2968181,274062,92578,480462.3
2011987,251910,237612,156739.5
1232099,380536,58149,34341.4
3736082,26577,24337,805550.4
1800642,267701,139126,128763.0
2041825,105230,237276,209795.7
3360041,159335,37683,648906.9
2744903,364885,73269,392024.7
766031,290216,82754,4653.05
297367,80814,117662,0.0
1882748,266575,244367,124361.2
614716,274355,89330,0.0
2924691,398530,118467,422308.2
494697,390682,198432,0.0
704623,156763,126591,6063.45
1560646,153025,191836,93157.0
291340,90499,146469,0.0
1219738,113405,120202,57919.65
1142743,277654,206021,20906.8
2264751,359125,133315,231693.3
1663285,171257,186103,111185.0
3390283,54699,241380,628261.2
2775525,135799,236137,421076.7
1580657,381320,78269,78160.2
1214211,355634,129939,27863.8
1195161,335883,165910,24336.8
2578767,75631,247326,376743.0
2957133,189366,32425,520602.6
3336810,32920,49119,676431.3
4095979,246592,240183,782761.2
2944991,204681,140273,480011.1
2047555,353240,124364,170985.3
303010,231997,192736,0.0
1157272,82358,43125,64768.35
4624984,258461,148383,965442.0
2746282,235676,176241,400309.5
4324411,160510,175114,896636.1
786364,135434,120967,11498.15
1153057,90779,174828,43745.0
2000652,256202,91140,195993.0
1873162,255493,26401,177380.4
4236464,102926,191962,882472.8
4514139,342228,242139,878931.6
2869909,106230,147700,484793.7
2983864,345749,211729,427915.8
913478,343810,234181,1774.35
4389524,128987,123015,941256.6
1552970,100420,60065,128497.0
2666207,350556,182597,339916.2
1240993,277655,127600,38573.8
1838049,333322,101464,130652.6
1209296,91092,42398,71370.9
2063948,58009,175311,249188.4
512530,396354,78699,0.0
3881097,83976,189719,782220.6
2292361,264290,31755,298894.8
467767,183297,190141,0.0
1359970,90935,117107,82789.2
4120033,389381,101174,788843.4
896004,164720,248003,9164.05
437486,268768,100759,0.0
1878782,68373,151673,197620.8
3638284,216209,14017,722417.4
1676360,329116,209217,80704.05
1983391,179219,42850,228396.6
616590,39295,110093,8360.1
344702,289041,56787,0.0
2452661,227884,183082,312508.5
4800056,189325,212316,1019524.5
1412886,287982,149045,56378.85
4325341,233765,235022,856966.2
3179386,218752,112420,554464.2
4119108,99942,39913,893775.9
3513647,308558,23356,654519.9
3267253,343301,121545,540722.1
1208101,49483,113830,66718.2
319519,206621,61893,0.0
1210655,277205,207405,27604.5
1446688,177523,241902,64089.45
2391924,323053,172654,268865.1
2469583,330235,31135,332463.9
3229674,334533,132419,528816.6
2542056,192035,190986,347710.5
408988,239280,182649,0.0
2861895,360311,218680,384871.2
2277787,85509,244182,284428.8
4483384,148104,153696,954475.2
4550546,314435,30247,961759.2
1177281,172889,25507,56832.75
4611707,359112,128374,937266.3
4700696,104487,138410,1037339.7
4465272,281021,75025,932767.8
3630145,271477,158223,660133.5
3123382,392147,173387,467354.4
3305450,153631,123458,608508.3
1640179,296888,172176,85667.25
4021414,258906,97521,799496.1
996470,303165,171370,11096.75
2182893,364676,45953,231679.2
4597633,76898,68364,1035711.3
1399164,98723,66581,96772.0
1822762,202108,70837,164945.1
2168517,335320,27461,241720.8
3709544,383582,185291,642201.3
3080095,78399,218410,534985.8
3679985,169078,118271,717790.8
1561414,72434,237919,100212.2
4435727,399442,23501,903835.2
265588,133214,21070,0.0
3064268,346735,110194,482201.7
707301,154141,142698,5523.1
4112230,26486,218418,860197.8
3460101,216461,74569,650721.3
4267763,48800,49414,950864.7
4975296,373298,38860,1068941.4
297361,188292,171532,0.0
2489665,144322,126259,365725.2
4410244,207326,236149,890030.7
4458981,294013,128363,910981.5
4209978,56454,134471,905715.9
2208970,352917,69970,235824.9
1965979,338957,64584,168731.4
3673604,86326,74286,753897.6
2758894,67595,80309,483297.0
2094348,323328,47812,216962.4
1009848,362434,104359,12152.75
1659277,278184,187049,89106.6
1842023,167681,183160,148236.4
372366,140036,152702,0.0
2543316,94539,52075,419010.6
1042644,47068,129496,41608.0
1789152,66996,203316,155652.0
1073837,220831,151172,25183.4
642776,109440,206314,1351.1
606440,187906,39103,3971.55
1091618,171818,138578,33122.2
1211743,379084,44096,33856.3
4979124,303551,210731,1039452.6
2557278,380694,240687,280769.1
1285340,369801,112754,35278.5
3612079,46403,87766,743373.0
3724412,293781,21807,722647.2
353021,159684,242101,0.0
2261562,181482,66723,304007.1
250209,80108,44951,0.0
472071,250747,25427,0.0
4056627,220846,10153,847688.4
3153561,243372,64734,553636.5
2708884,268372,73813,410009.7
3257446,345738,76351,550607.1
466194,300608,142191,0.0
2704082,312982,201684,356824.8
2735702,25919,225147,445390.8
3847326,289941,179005,713514.0
257399,202959,76745,0.0
2445814,108003,73810,379200.3
3691489,371416,229420,627195.9
1284023,356721,109410,36789.2
643545,123638,221593,0.0
550763,254316,171094,0.0
1305608,395055,37372,42318.1
4099182,97557,137424,859260.3
3695906,309402,113568,681880.8
1814458,135090,88101,177380.1
2171166,170431,37235,289050.0
1916984,111714,76573,218609.1
4492154,32914,78869,1014111.3
1827586,158608,223405,139114.6
4724220,206143,119037,1019712.0
598249,141448,169790,0.0
4879199,53748,214512,1083281.7
1236275,321592,110243,35444.0
4448880,328276,223647,869087.1
1660124,96022,25555,161564.1
2782000,389438,214065,353549.1
1864340,96323,172560,178637.1
3644020,121242,28863,748174.5
1722077,80120,136741,151564.8
1060586,80592,232531,29746.3
1678931,225103,163377,108090.2
3964534,29885,107211,848231.4
1849826,149006,124092,173018.4
3110597,115964,248884,523724.7
1598483,208133,131208,101828.4
4560493,182394,177446,960195.9
1408866,70073,15203,114718.0
1231598,354794,71182,35562.2
4292974,307140,236676,824747.4
1055896,112290,172839,32076.7
1209540,365230,112362,28194.8
2471132,180321,178844,333590.1
3438027,272028,196692,590792.1
991165,238021,116319,18682.5
281541,146379,157771,0.0
725759,221295,42293,8108.55
3094510,254733,229055,483216.6
4573492,315239,133100,937545.9
458150,112971,163497,0.0
2823338,369302,225253,368634.9
2108777,357965,132327,185545.5
730620,110463,223836,4816.05
4988748,204956,175354,1082531.4
1372207,269668,240484,41205.5
1074341,25291,97043,52801.05
2940927,133844,191954,484538.7
3286124,285266,78721,576641.1
2832977,24876,27622,534143.7
4754103,263082,146527,1003348.2
677557,77147,176764,6182.3
2065599,152895,147868,229450.8
3447514,334796,68534,613255.2
2415456,122377,137262,346745.1
615750,209276,32423,3702.55
734103,122699,37007,13719.85
2402259,255427,189193,287291.7
2869210,250852,103006,454605.6
3640919,38980,123156,743634.9
1955096,289265,106382,167834.7
4705237,224562,126144,1006359.3
2629220,272703,191333,349555.2
3769065,233525,220517,694506.9
2034210,103176,241306,206918.4
2713501,70809,168764,442178.4
1994919,144032,188121,198829.8
1278719,359765,92542,37641.2
1836987,136440,159793,162226.2
3069127,305241,216730,464146.8
2182919,22978,175098,295452.9
2399151,155404,130988,333827.7
2116161,367717,145573,180861.3
513356,252389,214448,0.0
1377360,274652,138711,54599.55
593288,297233,148361,0.0
2252507,338948,85696,248358.9
2902808,215824,201711,445581.9
4121907,74018,93943,886183.8
3028366,147198,17190,559193.4
2738489,266882,217044,376368.9
1660364,285974,61678,112542.4
1608293,350638,204844,67921.65
2161128,308142,235587,185219.7
3934796,349220,100456,745536.0
4036065,181749,177512,803041.2
3953375,49101,152332,825582.6
2675358,260575,159369,376624.2
3993407,27053,12445,886172.7
4543900,156742,150048,971133.0
4167430,391138,224479,765543.9
3228602,132566,31275,619428.3
2101579,133651,235032,219868.8
924502,161353,64386,24876.3
2355777,234730,221579,269840.4
3778597,73341,207057,749459.7
4853446,88069,90643,1102420.2
2640514,205493,175267,377926.2
1421758,347467,205240,41905.1
3940582,372754,209203,707587.5
2376869,366482,192500,245366.1
4101072,254452,81301,829595.7
1192639,243930,198659,30005.0
1241993,266244,241488,28426.1
1760902,203678,185340,124376.8
2698966,292020,84673,396681.9
3746610,122591,220879,720942.0
2999580,263432,92946,492960.6
4546841,35171,216323,988604.1
2069201,324348,210300,160365.9
1530280,367938,78585,72563.55
3100310,325878,234505,461978.1
4265789,277030,65298,877038.3
841058,373395,103418,3212.25
3977661,116621,230576,789139.2
1926373,277069,180938,143673.2
1529372,276392,58378,89190.3
4345228,215513,72519,917158.8
698402,65078,165708,8380.8
2699851,309922,122707,380166.6
531833,227998,235358,0.0
1785834,171996,21590,177674.4
2692547,65832,249982,413019.9
1486968,128540,107987,100088.2
3328882,256852,129741,582686.7
2010027,86243,103890,245968.2
1771093,265701,161062,118866.0
2238022,52815,147741,311239.8
4680806,316826,26773,1001162.1
3302687,37489,25648,671865.0
272551,280358,80152,0.0
3443796,395838,19867,608427.3
343608,339845,249345,0.0
2907001,258047,75788,471949.8
3529692,201090,108018,666175.2
536539,162524,83588,0.0
1841620,310779,226158,110936.6
2303790,249355,183746,261206.7
3299307,119332,249618,579107.1
4772781,269488,240071,978966.6
2814113,172259,200509,432403.5
4944059,305097,97843,1062335.7
3051818,288422,129436,490188.0
4295721,195638,184604,874643.7
2113032,79722,148937,265311.9
3339809,300180,60657,593691.6
2474344,133031,54628,386005.5
1628148,175655,22705,135957.6
3294410,352388,187129,526467.9
4906480,160548,172858,1071922.2
4312118,90854,205455,904742.7
488826,114805,206251,0.0
1967354,175826,178494,183910.2
1000782,302123,88754,15990.5
4151407,352590,54237,823374.0
731809,212233,99809,5988.35
1484832,318166,191522,56271.6
2068182,24453,129378,274305.3
4617209,333719,39792,973109.4
643781,77260,218050,2423.55
2256260,237789,119410,269718.3
3408562,239973,91043,623263.8
2939290,111862,73871,526067.1
287180,191777,217064,0.0
883976,74029,119376,24057.1
4193855,351109,201269,792443.1
2501347,52952,21899,427948.8
2869893,252509,173316,433220.4
4041860,221586,75179,823528.5
607054,140825,33584,6632.25
2752656,230381,21020,450376.5
2131986,149959,42983,281713.2
1239924,353854,155323,28074.7
2215629,41796,212852,288294.3
3078607,201420,174019,510950.4
1353248,359557,61838,49777.95
1884685,204405,123996,166885.2
4513528,299866,247031,889989.3
1279922,239163,64731,56404.2
484745,132761,26760,1261.2
3833650,99098,131648,780871.2
4048570,268380,214653,769661.1
2613319,354226,74646,355334.1
2068222,45258,159283,259104.3
3085148,293850,34156,527142.6
813506,311087,165033,1869.3
765729,346468,185258,0.0
3162044,304459,159783,509340.6
2333805,30352,232686,321230.1
3363192,54497,220118,626573.1
604182,357289,39520,0.0
2890955,196046,100864,478213.5
3818935,380466,99504,701689.5
2748002,47228,136049,469417.5
2292532,397296,165897,218801.7
3166585,28882,123553,604245.0
1824255,274962,213880,117082.6
4029404,167340,242196,785960.4
4733562,352990,178576,960598.8
3019785,263180,49238,512210.1
3764078,306607,232073,667619.4
3965663,96789,130289,821575.5
3871609,105940,129554,790834.5
2914119,291971,56883,469579.5
1561147,227546,40642,108591.8
2347951,184134,82056,324528.3
1786201,110690,169371,151842.0
1829889,21585,185118,186955.8
788769,334676,225735,0.0
537555,287571,14576,0.0
2050830,374427,17183,197766.0
4025944,101156,200172,817384.8
2994454,265954,140949,476265.3
658177,29033,86350,12139.7
4958415,182142,36352,1121976.3
3447418,132458,71924,672910.8
3371192,200176,189478,594461.4
3038647,32199,87132,575794.8
1820497,173799,139963,152020.5
984158,22931,65552,44567.5
2942205,100379,156616,505563.0
1055231,207265,230747,16721.9
1672771,287843,69418,113102.0
3419283,274031,242472,570834.0
2729129,178393,198245,405747.3
1105434,343176,231182,11553.8
558697,27636,142157,4445.2
3660960,349540,106225,661558.5
3965799,140249,46497,833715.9
4969707,397762,96248,1042709.1
322908,297133,142559,0.0
1891973,71086,84076,221043.3
4815391,264613,246829,991184.7
4453726,253743,166061,910176.6
1092606,318206,91491,23290.9
4121549,230409,138686,825736.2
700415,50398,102565,12372.6
3949446,352427,119948,743121.3
4473138,384840,50105,911457.9
798723,90774,56369,20158.0
3482940,284978,17102,654258.0
1878661,330347,135443,132574.2
2783922,327820,76545,413867.1
335350,46230,161838,0.0
4459020,354796,73794,909129.0
1358837,350608,98625,46440.6
1195032,113715,215581,41573.6
3135579,251048,13079,561435.6
942019,290334,227444,6212.05
3894393,109364,22167,828858.6
1690352,155422,77722,141441.6
2159042,316199,54279,236569.2
2127330,194758,19398,273952.2
1962460,363716,71140,158281.2
805134,179772,145590,8988.6
4397036,92146,186524,935509.8
2570886,127554,59456,415162.8
1298278,279365,195362,37355.1
373182,307321,46222,0.0
4492895,375530,16082,930384.9
3693749,227778,244725,666373.8
334106,74339,109154,0.0
1900882,331426,163183,131254.6
2709150,257420,100606,405337.2
2275216,192142,29939,315940.5
414486,374827,192898,0.0
1943696,211775,62582,200801.7
3081455,383182,58819,491836.2
4096556,176478,214148,811779.0
985062,340153,29533,16537.6
977468,21066,188502,31790.0
2314618,221578,144419,284586.3
4536812,335084,189551,903653.1
3704707,281803,13949,722686.5
3065845,70469,105413,566988.9
3246038,397116,157960,507288.6
3326511,174422,104814,614182.5
2152453,245843,214373,207671.1
4304066,393282,171156,821888.4
4118707,200271,46174,861678.6
3048658,144648,140027,529194.9
1674241,255514,193741,94997.2
1152810,85133,205068,41260.9
4709118,41245,53664,1084262.7
3964528,128574,107527,818528.1
4630268,63266,120260,1034022.6
3945611,371906,57634,754821.3
1296094,252791,80793,54376.5
3642389,113254,240955,686454.0
3666502,59218,134641,741792.9
1004108,197250,243691,13158.35
982878,222772,110991,19911.5
3469919,27787,131998,693040.2
1251622,65286,48291,80706.75
3496319,282225,150982,618933.6
1886617,23005,40604,246902.4
3980536,93944,161955,817391.1
2613304,151406,103738,407448.0
2716704,143438,63726,452862.0
2609792,96639,197089,394819.2
611911,78217,238264,0.0
1296251,127248,99647,70403.4
535356,130257,248391,0.0
1774205,45169,178155,165264.3
3253337,247102,110718,568655.1
1418694,129247,195539,74086.2
366481,174524,154343,0.0
4512563,220505,195003,929116.5
3525654,339254,74456,633583.2
3924777,77253,48574,839685.0
2363527,95210,61121,362158.8
1460213,364846,37679,68653.2
2449806,112246,86794,375229.8
4645102,171042,11759,1038690.3
2492019,49184,242501,360100.2
2312044,242167,65718,301247.7
562051,393322,169700,0.0
3041004,58365,170747,543567.6
3547334,51217,159737,700914.0
3818125,25051,72268,816241.8
2891436,102662,113533,502572.3
2026025,163947,152298,212934.0
1404258,352035,189054,41316.9
2692905,137959,158579,418910.1
1240170,202734,81367,53410.35
1983341,277962,142306,168921.9
1662210,388733,197100,71456.55
3413257,267135,115874,609074.4
2924986,78475,147028,509844.9
3665814,313218,190898,648509.4
2200256,88052,233886,263495.4
3053528,42622,159761,555343.5
3658168,262531,207876,656328.3
4504284,396922,31481,922764.3
1093214,133707,95141,41436.6
415301,218087,227711,0.0
1352020,233946,145266,55921.2
547180,112543,236406,0.0
3655914,60982,169442,727647.0
4427927,210141,235262,894757.2
1917391,196150,20251,210297.0
3479065,137993,73356,680314.8
3709340,345942,93169,681068.7
3468622,209856,14029,673421.1
4890604,172908,78396,1091790.0
837426,245854,79049,10626.15
3680460,88083,177059,724595.4
3390380,123227,51138,664804.5
